id,TZ_Region
39308,Manyara
71310,KATAVI
15052,Kagera
57574,Ruvuma
53030,Ruvuma
38817,Iringa
69093,Kagera
1319,Ruvuma
15481,Tabora
25341,Arusha
565,Kigoma
50615,Tabora
37424,Morogoro
11423,Shinyanga
21460,Shinyanga
7429,Ruvuma
51821,NJOMBE
37785,Mbeya
47844,NJOMBE
64393,Singida
23731,Lindi
11213,Mbeya
1918,NJOMBE
23888,Arusha
16052,Pwani
38617,Rukwa
8567,SONGWE
47283,Iringa
30622,Tanga
57981,Arusha
47141,Tabora
22193,Arusha
17696,Mara
69543,Kilimanjaro
40960,Iringa
15596,Kilimanjaro
28380,Kagera
64805,Pwani
62668,Kagera
34946,Kagera
23699,Morogoro
25864,Morogoro
52111,Ruvuma
30426,Kilimanjaro
24374,Lindi
50486,Mara
48813,Tanga
67906,SIMIYU
69810,Arusha
7215,Rukwa
44530,Morogoro
9738,Morogoro
50493,Tabora
42421,Kilimanjaro
38074,SIMIYU
31896,Arusha
7755,SONGWE
71394,Mbeya
70591,SIMIYU
10105,Kigoma
31944,Lindi
70199,SIMIYU
14557,Mtwara
56286,Ruvuma
73973,Kagera
42172,Morogoro
3931,Tabora
1168,NJOMBE
18885,Mbeya
41859,Kilimanjaro
51030,Dodoma
36504,Tanga
71045,Arusha
6248,Kagera
37838,SIMIYU
30240,Kagera
65163,Mara
71667,Kagera
64120,Rukwa
11814,Singida
4611,Morogoro
34572,NJOMBE
23017,Morogoro
9881,Mwanza
45403,Tabora
26629,NJOMBE
7176,Mbeya
12975,NJOMBE
65194,Lindi
57674,Kagera
43261,Kagera
6750,Arusha
48601,Lindi
2849,Iringa
7392,Singida
209,Dodoma
68914,Mara
18568,Singida
35805,Manyara
28285,Mwanza
11505,Mara
44677,Tabora
38701,Mbeya
14205,Singida
50537,Tanga
11142,Lindi
3563,Singida
2199,Kilimanjaro
5084,Kagera
39305,Arusha
19599,GEITA
66931,KATAVI
6215,Ruvuma
2023,Ruvuma
31942,Mara
45724,Kilimanjaro
16719,Kilimanjaro
67599,Manyara
62137,Kilimanjaro
56483,NJOMBE
40143,Tanga
68101,Dar es Salaam
4247,Morogoro
47554,Tanga
46997,Mwanza
72675,Arusha
36819,Ruvuma
49247,Mtwara
9101,Tanga
73710,Morogoro
8827,Kagera
73705,Mbeya
55568,Ruvuma
67732,Kilimanjaro
54008,Kilimanjaro
53211,Mbeya
20823,Pwani
43070,Tanga
48798,Dodoma
6990,Morogoro
30340,Kilimanjaro
68997,Arusha
26500,Singida
67284,Mbeya
44334,Mwanza
26926,Shinyanga
51668,Dodoma
69995,Mara
64630,SIMIYU
31729,Pwani
64582,Kagera
62111,Ruvuma
67253,Iringa
33847,Lindi
31394,Kagera
27830,Mtwara
36482,Iringa
73941,Mara
5162,Singida
15166,Kigoma
13894,Singida
40727,Morogoro
71664,Dodoma
59643,Dodoma
16969,NJOMBE
44668,Pwani
54637,Mbeya
18453,Lindi
42799,Morogoro
51960,Mara
35944,Ruvuma
47490,Mtwara
42703,Kagera
34234,Rukwa
34855,Ruvuma
14834,Shinyanga
27769,Kagera
59491,SIMIYU
1828,SONGWE
66906,Mtwara
42983,Kilimanjaro
7082,SIMIYU
3079,Iringa
28900,Kigoma
71202,Kigoma
43278,Kilimanjaro
72100,NJOMBE
32440,Lindi
73937,Kilimanjaro
66125,Shinyanga
13234,Singida
41150,NJOMBE
65127,Shinyanga
37493,Kagera
50435,Kagera
44657,Kilimanjaro
59301,Lindi
49816,Ruvuma
1912,Dar es Salaam
54511,SIMIYU
34900,SIMIYU
39027,NJOMBE
41586,Mara
56141,Kagera
50125,Iringa
21203,Tanga
23736,Arusha
1987,Kigoma
60458,Singida
72230,Shinyanga
36586,Mwanza
14827,SONGWE
44419,Manyara
25110,Kilimanjaro
58150,Rukwa
44278,Lindi
41899,Morogoro
10211,Kigoma
72179,Iringa
21280,Mwanza
60105,Tanga
21380,Kigoma
58095,Morogoro
12273,Rukwa
12667,DAR ES SALAAM
24800,Dodoma
10167,Arusha
42474,Kigoma
46312,Rukwa
13973,Kagera
52337,Morogoro
72954,Mbeya
18895,Rukwa
66816,Mara
23847,Kigoma
62982,Kagera
67581,Morogoro
38171,SONGWE
51991,Iringa
943,Mtwara
73845,Kagera
6510,Kilimanjaro
58368,Mara
19014,Pwani
45241,Pwani
12272,Singida
19408,Shinyanga
17261,Pwani
30031,SIMIYU
59830,Tabora
26635,Kagera
6868,Kilimanjaro
31368,Kagera
63116,Iringa
46473,Mwanza
34331,DAR ES SALAAM
2670,Mara
26231,Dar es Salaam
34319,Mbeya
16280,Morogoro
14153,Shinyanga
26257,SIMIYU
60227,Dar es Salaam
42909,NJOMBE
35319,Kagera
8555,Mwanza
32691,Ruvuma
39623,Kilimanjaro
13177,Mwanza
68590,Morogoro
30709,Rukwa
50465,SIMIYU
2893,Singida
72734,Mara
42605,Kilimanjaro
19881,Kagera
3204,Manyara
25906,Mbeya
52462,Morogoro
26316,Tanga
36978,Ruvuma
43086,Ruvuma
27717,Arusha
27551,Mwanza
34349,Ruvuma
2187,Kigoma
55339,Kilimanjaro
56095,Morogoro
70457,Iringa
32154,Morogoro
5943,Dodoma
26213,Arusha
40907,Mbeya
39210,Mwanza
36955,Kigoma
56840,Iringa
30109,Iringa
28907,Mara
9061,Tanga
66443,Lindi
60575,Kilimanjaro
30688,Kilimanjaro
59705,Kilimanjaro
8727,NJOMBE
63084,Dodoma
52343,GEITA
22835,Pwani
34203,Mara
46807,Singida
48826,Kagera
56834,Dar es Salaam
41848,Ruvuma
17125,Singida
7593,Kagera
5032,SONGWE
54562,Kigoma
4377,SIMIYU
57595,Mbeya
4480,Morogoro
53999,Mara
37191,Rukwa
61801,Ruvuma
43699,Morogoro
37606,SIMIYU
1394,KATAVI
8959,Mbeya
47186,Pwani
56721,Mara
68453,Mbeya
30817,Shinyanga
742,Morogoro
69326,Mara
12688,Lindi
17312,Shinyanga
68331,Ruvuma
36945,Mbeya
65917,Tanga
14467,Iringa
56640,Mtwara
46187,Morogoro
25591,Dar es Salaam
9468,Kilimanjaro
72326,Mwanza
60574,Iringa
22490,Mbeya
54550,Kigoma
23691,Ruvuma
66330,Rukwa
20245,NJOMBE
73655,Iringa
17273,Ruvuma
48458,Singida
8910,Rukwa
71441,Lindi
70439,Morogoro
21513,Ruvuma
14038,Dodoma
70355,Lindi
20554,Kagera
5962,Mwanza
43668,Pwani
37550,Morogoro
47992,GEITA
47858,Dodoma
21270,Morogoro
736,Singida
9685,SIMIYU
67214,Kigoma
64885,Mwanza
40740,Kilimanjaro
38400,Iringa
49682,Rukwa
25887,Morogoro
6558,NJOMBE
5209,Ruvuma
14175,Lindi
26967,SIMIYU
44047,Morogoro
56507,Mwanza
63448,Tabora
7272,Tanga
68135,Kilimanjaro
30287,NJOMBE
6234,Dodoma
16182,NJOMBE
13804,NJOMBE
49933,Singida
41977,Mwanza
38306,Dodoma
63776,Kilimanjaro
27333,Tanga
68448,Morogoro
66563,Singida
5052,Arusha
10008,Morogoro
39128,Kigoma
69206,Arusha
19645,Pwani
61617,Dar es Salaam
33473,Singida
57823,Shinyanga
10918,Kigoma
65945,Kigoma
49441,Mwanza
55608,Kagera
45086,SIMIYU
49144,Iringa
12341,Kilimanjaro
71875,Tanga
19749,Kilimanjaro
50378,Kigoma
27634,Rukwa
52486,Rukwa
12474,Kilimanjaro
40223,Arusha
21344,Tanga
10961,Singida
69038,NJOMBE
39201,Tanga
28929,Mara
39347,SONGWE
56742,Mbeya
66839,NJOMBE
1522,Kagera
7144,Ruvuma
44441,Shinyanga
6440,Kigoma
7216,Morogoro
16815,SIMIYU
55918,Lindi
1232,Rukwa
60267,Ruvuma
2438,Mtwara
31898,Dodoma
60824,Arusha
45991,Mtwara
68762,Morogoro
29596,Pwani
258,Dodoma
12498,Tabora
63269,SIMIYU
61723,Dar es Salaam
62721,Mbeya
70817,Kilimanjaro
30083,Mwanza
22836,Morogoro
65055,Pwani
104,Iringa
4845,Lindi
22376,Arusha
43361,Mtwara
15259,SIMIYU
13477,Ruvuma
30610,Singida
26381,Morogoro
15852,Iringa
13704,Kilimanjaro
64965,Dodoma
45072,Mbeya
28401,Mbeya
34915,Morogoro
45265,Arusha
54323,Arusha
10988,SIMIYU
33422,Dar es Salaam
31917,Manyara
22380,Arusha
74126,Kagera
10840,Arusha
18989,Tabora
21733,Iringa
74185,Mtwara
24103,GEITA
29104,Morogoro
61764,Arusha
10709,Kagera
71534,Kilimanjaro
31783,Kigoma
63086,Arusha
47580,Mwanza
56614,Mbeya
47178,Dodoma
22186,Manyara
48284,Kilimanjaro
42775,Iringa
33283,Morogoro
16245,Arusha
64871,Kigoma
19311,KATAVI
32561,Manyara
70712,SIMIYU
38084,GEITA
61266,Ruvuma
38242,Kilimanjaro
69563,Pwani
66949,Manyara
73627,Mwanza
4796,Lindi
44109,Shinyanga
13660,Mtwara
25415,Kigoma
27901,Tabora
21397,Mara
13229,Kigoma
38377,Mbeya
47314,Manyara
10698,Mbeya
26616,SONGWE
4387,Arusha
44069,Kagera
10392,Morogoro
38411,Morogoro
66466,Kilimanjaro
73257,Mara
4695,Mbeya
43499,Ruvuma
41078,Mara
28059,Kagera
55572,Mbeya
41535,Lindi
70495,Mara
11639,SIMIYU
64836,Arusha
33880,Kigoma
36559,Arusha
50456,Tanga
43894,SIMIYU
16811,GEITA
27674,Arusha
19057,Pwani
3214,SIMIYU
8774,Dodoma
7182,GEITA
26634,Lindi
35116,Ruvuma
63170,SIMIYU
7375,Shinyanga
48578,Manyara
37180,Mtwara
45378,Pwani
30749,Arusha
57571,Mbeya
37015,Kigoma
39716,Kigoma
28778,Pwani
34323,Kigoma
26329,SONGWE
8045,Kilimanjaro
47072,Tabora
70050,MWANZA
35410,Arusha
73159,Mtwara
19683,Tanga
59645,Iringa
26730,Kigoma
57937,Iringa
72320,Kilimanjaro
62923,Kilimanjaro
63370,Kilimanjaro
6918,Morogoro
45088,Pwani
63699,Iringa
14290,SIMIYU
9334,Singida
30748,Mara
44633,Kilimanjaro
60470,Kilimanjaro
54284,Pwani
16192,Shinyanga
65109,Tanga
40973,Pwani
32872,Iringa
12437,Tabora
62062,Tabora
28194,Mwanza
59783,Lindi
45507,Singida
46877,Lindi
57694,Mbeya
12855,Mtwara
13445,Tabora
22054,Singida
40685,Pwani
14491,Kagera
72679,Mbeya
63881,Mbeya
28325,Shinyanga
29044,Mbeya
368,NJOMBE
13524,Kilimanjaro
35197,Mara
24221,Mbeya
34818,Mwanza
67112,Rukwa
54634,Kagera
40910,Ruvuma
33535,GEITA
5266,Mwanza
12456,Kigoma
61045,Shinyanga
26593,Mbeya
34017,NJOMBE
52435,Mara
37753,Shinyanga
22017,Morogoro
23913,Kilimanjaro
47793,Pwani
55645,Ruvuma
21049,SIMIYU
13983,KATAVI
40213,Kilimanjaro
14068,Kigoma
25508,Mtwara
67145,Morogoro
19457,Morogoro
46255,Kagera
24703,GEITA
63457,Iringa
24053,NJOMBE
1777,Mbeya
22200,Morogoro
52541,SIMIYU
72011,Ruvuma
4608,Kilimanjaro
16465,Kagera
68442,Kilimanjaro
36233,Shinyanga
31319,Dodoma
55946,Kilimanjaro
72391,Kigoma
3219,Tanga
65144,NJOMBE
60903,Pwani
64525,GEITA
32609,Morogoro
50196,SIMIYU
37592,Mbeya
64455,Morogoro
27619,Pwani
33924,Dar es Salaam
54272,Tabora
49618,Mara
6521,Tanga
38874,Kagera
57523,Dodoma
58689,Arusha
5808,NJOMBE
20862,Arusha
22317,Arusha
1309,Rukwa
53624,Shinyanga
36419,Morogoro
72010,NJOMBE
47687,Arusha
39568,NJOMBE
30847,Singida
45384,Mwanza
37811,Arusha
21548,Mwanza
47449,NJOMBE
16161,Pwani
20113,Arusha
67641,Morogoro
12323,NJOMBE
12867,Tabora
50672,Shinyanga
34003,Shinyanga
40032,Pwani
62976,Ruvuma
37874,Tabora
7669,Lindi
71767,Kigoma
48541,Mwanza
64868,Singida
54476,Morogoro
2237,Kigoma
36076,Tabora
42951,Tabora
45333,Lindi
72748,Dar es Salaam
40267,Dodoma
26818,Kilimanjaro
38356,Morogoro
40984,Mtwara
29352,Shinyanga
20536,Kagera
5698,SIMIYU
31955,Lindi
42083,Manyara
10996,KATAVI
52586,NJOMBE
10718,Tanga
15537,Singida
11810,Mara
17355,Mtwara
67065,Dar es Salaam
50365,NJOMBE
37513,SIMIYU
42387,Ruvuma
74101,Mwanza
41850,Singida
26269,Rukwa
4799,Mbeya
56607,Tabora
5434,Arusha
56389,Rukwa
16389,Mbeya
7632,Dodoma
21884,Kilimanjaro
31684,Mwanza
9985,Arusha
23226,Shinyanga
11527,Dodoma
50179,Dodoma
39063,Tanga
50329,Shinyanga
774,Kigoma
36114,Kilimanjaro
72479,Manyara
36535,Mbeya
12897,Tabora
57884,Tabora
17152,Pwani
20460,Mbeya
69520,Lindi
50313,Mwanza
18403,Kagera
53008,Rukwa
1342,Tabora
21353,Manyara
23470,Singida
27232,Ruvuma
71131,Pwani
5040,Morogoro
63757,SONGWE
11366,Ruvuma
63300,Mtwara
68238,Tabora
70527,Kilimanjaro
25552,Ruvuma
32321,Kagera
36243,SIMIYU
64564,Tabora
48129,Mbeya
52260,Morogoro
24931,Kilimanjaro
48223,NJOMBE
31347,Arusha
31214,Shinyanga
5365,Lindi
32204,SIMIYU
20784,Mtwara
54024,Manyara
27783,Morogoro
2221,Kagera
67191,Kilimanjaro
13356,Kilimanjaro
71168,Manyara
42481,NJOMBE
15445,Iringa
8426,Kilimanjaro
74134,Pwani
14167,Kigoma
1102,Mbeya
20467,Arusha
25401,Singida
69789,Tanga
14742,Kilimanjaro
28681,Mbeya
9487,Mara
48469,SIMIYU
34134,Mbeya
4878,Mbeya
41551,Pwani
52039,Kilimanjaro
52043,Arusha
3616,Iringa
50444,Arusha
15220,Dar es Salaam
36661,Shinyanga
69306,Pwani
22805,NJOMBE
4344,Morogoro
54977,SIMIYU
50989,Mbeya
30547,Arusha
16401,Morogoro
40871,Dodoma
43165,Kilimanjaro
3591,Kilimanjaro
41501,Mwanza
65726,Dodoma
57659,Tabora
60336,Morogoro
65574,Kigoma
6639,Mara
60782,SIMIYU
55181,SIMIYU
72542,Morogoro
11710,Pwani
74213,Dodoma
43446,Kagera
42248,Mbeya
61194,Kigoma
16168,Dodoma
18045,Pwani
53208,Arusha
29772,Dodoma
43766,Mara
49009,Pwani
64360,Mbeya
42736,Kagera
63311,Shinyanga
4563,Arusha
30114,Shinyanga
69075,Kigoma
61821,Kigoma
20946,Mbeya
1760,Mtwara
64077,NJOMBE
4082,Mbeya
71112,Singida
9036,Mbeya
9270,Mbeya
7532,Mwanza
3960,Morogoro
40586,SIMIYU
72867,Mbeya
28638,Tanga
30757,Lindi
11326,Morogoro
28318,Mwanza
3311,SIMIYU
12132,NJOMBE
16261,Iringa
46670,Mara
15440,Tanga
15984,Ruvuma
14022,Kagera
19687,SIMIYU
58692,Mtwara
11438,Mtwara
55478,Rukwa
13589,Dodoma
11341,Lindi
60198,Kigoma
45847,Lindi
21272,Mbeya
29518,Kilimanjaro
40932,Morogoro
38942,Singida
581,Mtwara
48745,Shinyanga
68836,Pwani
28949,Arusha
37235,Singida
47142,Mbeya
72228,Mbeya
25536,Kagera
23658,Dodoma
17948,NJOMBE
12354,Singida
12253,Morogoro
49522,Tabora
25891,Mbeya
11154,Arusha
71943,Kigoma
12486,Iringa
12000,Morogoro
2099,Singida
11816,Lindi
928,Kagera
7795,Ruvuma
8724,Morogoro
71142,GEITA
27805,KATAVI
40906,NJOMBE
14964,Lindi
56878,Mtwara
62041,Morogoro
66179,Ruvuma
15896,Tabora
38135,Morogoro
21568,Singida
42234,Mbeya
2257,Shinyanga
57024,Kigoma
19593,Kagera
63020,Kigoma
21431,Arusha
1412,Tabora
10874,Dar es Salaam
411,Shinyanga
56938,Mbeya
30006,Kigoma
64492,Dodoma
42810,Mara
18178,Morogoro
73820,Kigoma
55790,Kigoma
64975,Mwanza
12685,Morogoro
26924,Arusha
45480,Singida
28217,Kilimanjaro
27490,Kagera
38847,Pwani
63079,Manyara
34376,Arusha
4631,SIMIYU
53033,Mwanza
811,GEITA
26310,Iringa
51204,Singida
48820,Singida
29082,Morogoro
49237,NJOMBE
36902,Mwanza
66249,Singida
4255,Kigoma
16320,Pwani
66971,Mara
44138,Kagera
50756,Lindi
57675,Mtwara
36250,NJOMBE
46097,Tanga
43790,Morogoro
66239,Pwani
11735,Mtwara
41871,Kilimanjaro
50891,Morogoro
34208,Rukwa
5253,Lindi
13398,Morogoro
16295,Shinyanga
26202,Tabora
51448,Rukwa
16762,NJOMBE
33228,Mwanza
11732,Lindi
48041,Dodoma
11681,Shinyanga
58684,Kigoma
38227,Tabora
56037,Arusha
71053,Arusha
67490,NJOMBE
29720,Mwanza
54057,Dar es Salaam
56215,Mbeya
15397,Tabora
17381,Kilimanjaro
35822,Singida
46130,Arusha
41073,Mtwara
35548,Shinyanga
17889,SONGWE
61070,Shinyanga
27113,SIMIYU
16217,NJOMBE
1241,Morogoro
4847,Morogoro
42228,Tanga
61866,NJOMBE
31299,Mbeya
2942,Kilimanjaro
35821,Tabora
72185,Kilimanjaro
61021,Mbeya
42784,Tabora
66356,Kagera
33396,Tabora
35890,Kagera
46994,Dodoma
29897,Ruvuma
46821,Arusha
19549,Kilimanjaro
70524,Kagera
37775,Iringa
25994,MWANZA
50425,Kilimanjaro
46098,Arusha
32270,Kilimanjaro
67836,Kilimanjaro
2094,Mbeya
33444,Pwani
74094,Mtwara
31456,Mwanza
34989,SIMIYU
61766,Tabora
73664,Lindi
39475,SIMIYU
46681,Dodoma
27729,Shinyanga
48958,Morogoro
19461,Mara
29304,SONGWE
33896,Rukwa
12177,Iringa
54590,Ruvuma
70275,Tanga
13924,NJOMBE
18672,Shinyanga
45639,Tabora
33069,Shinyanga
57535,GEITA
71410,Kagera
14427,Tanga
10591,Kagera
30792,Lindi
51720,Pwani
49310,Tanga
10689,Mtwara
63069,Mtwara
1169,Morogoro
58567,Tanga
36588,Iringa
6147,Mwanza
42806,Rukwa
43693,Kagera
12530,Kagera
50573,Singida
41334,Lindi
65978,Mara
25714,Kigoma
22772,Kagera
28917,Pwani
48723,Singida
48648,SIMIYU
25777,Manyara
46498,Manyara
42690,Tanga
22563,Mbeya
15340,Kilimanjaro
32807,Dodoma
798,Mara
50362,Dodoma
58621,Arusha
33086,Mbeya
7,Dodoma
18996,Lindi
63922,Singida
50671,Kigoma
14059,Morogoro
26504,Mbeya
31479,SIMIYU
31891,Arusha
61472,Shinyanga
68574,Mbeya
22163,Tanga
60445,Morogoro
7786,Ruvuma
3063,Arusha
33932,Shinyanga
40397,Tanga
12212,Rukwa
53718,Kilimanjaro
10290,Mbeya
61250,Kilimanjaro
38304,Kagera
37612,Rukwa
39298,Rukwa
54085,NJOMBE
41284,Kagera
35479,Lindi
60280,Mwanza
55631,Morogoro
17616,Dodoma
49962,Mara
68798,Arusha
66606,Manyara
11630,Kigoma
28214,Tanga
52741,Ruvuma
7093,Morogoro
24483,Iringa
16191,Tanga
19817,SIMIYU
30824,Shinyanga
30511,Mara
4592,Morogoro
60749,Iringa
25679,Singida
33404,Mwanza
45715,Morogoro
54501,Mbeya
69541,Iringa
70508,Ruvuma
8564,Morogoro
59483,NJOMBE
25548,Rukwa
35993,Mbeya
50092,Mwanza
40938,Kilimanjaro
33109,NJOMBE
69144,Kigoma
38736,Shinyanga
9059,Kilimanjaro
62366,Dar es Salaam
41018,Ruvuma
69888,Kilimanjaro
62862,Manyara
47233,Pwani
29397,MWANZA
43728,Tanga
16683,Kilimanjaro
6700,Arusha
51057,Iringa
22536,Pwani
51879,Pwani
67974,Mara
27087,Tabora
38681,Singida
15313,SONGWE
7756,Ruvuma
25704,Kigoma
7971,Tabora
51908,Kigoma
56826,Morogoro
4074,Iringa
437,Lindi
12910,Mtwara
24445,Kilimanjaro
47456,Mbeya
73485,Morogoro
20392,Ruvuma
5359,Iringa
12243,Mbeya
25610,Lindi
33399,Kigoma
6367,Shinyanga
10381,Iringa
47406,Pwani
11832,Kilimanjaro
49848,Shinyanga
16023,Tanga
27753,Arusha
5525,Kigoma
44359,Rukwa
35318,Morogoro
17715,Mwanza
32857,Pwani
52300,NJOMBE
60430,Morogoro
53867,Manyara
45937,Dodoma
62829,Kilimanjaro
37812,SIMIYU
36116,Mbeya
29081,Arusha
60289,Shinyanga
44102,Mwanza
21257,Iringa
69401,Mbeya
14670,Mwanza
14956,Tanga
14129,Singida
15322,Kilimanjaro
56318,Tabora
28234,Tanga
21247,Tanga
71562,Pwani
18344,Morogoro
4184,Ruvuma
53419,Dodoma
11646,Singida
38951,Kagera
59287,Mbeya
2326,Manyara
55985,SIMIYU
64733,Kilimanjaro
4964,Manyara
33274,Rukwa
18388,Singida
37368,Iringa
5509,Shinyanga
1494,Kilimanjaro
26446,Tanga
65370,Iringa
4645,SIMIYU
32451,Mbeya
23885,Kagera
19638,SIMIYU
24956,Kigoma
24026,Kagera
38415,Morogoro
41256,Kilimanjaro
65515,Mwanza
8005,NJOMBE
4310,Mtwara
16293,Singida
69365,Mara
60395,Ruvuma
12689,Ruvuma
36881,Ruvuma
7764,GEITA
43525,SONGWE
43690,Kilimanjaro
64175,NJOMBE
6574,Tabora
53851,Singida
36938,Dar es Salaam
24133,Mtwara
13871,Tanga
17418,Mtwara
10006,Arusha
35654,Tabora
8899,Shinyanga
63261,SIMIYU
34237,Iringa
52366,Arusha
47195,Arusha
1101,Kigoma
10265,Iringa
63360,Morogoro
13349,Mwanza
60871,NJOMBE
40909,Arusha
72990,Kilimanjaro
41816,Kilimanjaro
2742,Tanga
50717,Mbeya
32232,Tabora
35477,Lindi
25942,Kilimanjaro
49519,Iringa
64768,Morogoro
6546,Singida
13156,Mara
24923,Mtwara
72150,Tanga
42466,Iringa
68115,Morogoro
61374,SIMIYU
54427,Mbeya
12137,Tanga
58748,Kagera
33837,Arusha
39605,Ruvuma
46873,Mtwara
55224,Kilimanjaro
53130,Morogoro
53964,Morogoro
16913,Mara
26386,KATAVI
15646,Tanga
54541,Rukwa
15919,Kagera
32977,Iringa
21059,Pwani
29117,Dar es Salaam
63325,Tanga
35276,Tabora
34365,Kilimanjaro
13588,Arusha
60681,Tanga
69320,Rukwa
10010,Morogoro
1979,SIMIYU
24980,Mara
47788,Iringa
18220,Mbeya
22038,Kilimanjaro
43075,Arusha
41072,Kilimanjaro
35352,Morogoro
71554,Rukwa
12467,Mwanza
41402,Kagera
41048,NJOMBE
25218,SIMIYU
51756,Pwani
41415,Tanga
52722,Morogoro
34663,Lindi
3756,SONGWE
46715,Shinyanga
16379,Tanga
44034,Tabora
3794,SIMIYU
5687,Kagera
11179,Mwanza
44431,Mbeya
14093,Kagera
41947,Dar es Salaam
43407,SONGWE
34526,Kagera
71212,NJOMBE
34881,Mtwara
67361,Iringa
4889,SIMIYU
53678,Mara
67747,Rukwa
68094,Tanga
2688,Mbeya
46601,NJOMBE
73161,Singida
52484,Singida
47946,Ruvuma
10741,Lindi
65607,Pwani
17587,GEITA
16232,SIMIYU
35486,Mara
63801,Mtwara
51928,SONGWE
40201,Mwanza
18345,Kilimanjaro
48837,Arusha
71484,Singida
62702,Shinyanga
22593,Lindi
56687,Lindi
14295,Tanga
35727,NJOMBE
29634,Mwanza
11274,Mbeya
73631,Morogoro
57257,Iringa
39875,Ruvuma
46949,Pwani
8109,Kilimanjaro
51100,Tanga
67494,GEITA
1621,Kagera
44661,Rukwa
35437,Kigoma
9553,NJOMBE
68443,ARUSHA
57581,Dodoma
10098,Tanga
71830,Arusha
31531,Tanga
33677,Manyara
49995,Kilimanjaro
19948,Lindi
28796,SIMIYU
15065,Morogoro
69078,Kilimanjaro
69082,Kagera
21974,NJOMBE
73301,Mbeya
21759,Morogoro
51870,Kagera
28235,Kilimanjaro
66654,Tabora
43444,Kagera
34988,Morogoro
859,Tanga
73513,Mtwara
39053,Kagera
45682,Kagera
3624,Ruvuma
64974,Tabora
35652,KATAVI
39241,Singida
66608,Pwani
44599,Arusha
24147,Dodoma
5329,Kilimanjaro
65358,NJOMBE
52510,Singida
24895,Iringa
4675,GEITA
42068,Tabora
53446,Kilimanjaro
28906,Tanga
19041,Dodoma
15298,Kagera
46755,NJOMBE
3523,Morogoro
1753,Mwanza
71570,Mwanza
29128,NJOMBE
49766,NJOMBE
46455,Mbeya
51914,Ruvuma
8641,Kigoma
49744,Iringa
57949,Lindi
56745,SIMIYU
48370,Tanga
64231,Kilimanjaro
38919,Manyara
34217,NJOMBE
45262,NJOMBE
24313,Kagera
44823,Morogoro
64075,Dodoma
3491,Kagera
28600,Morogoro
22164,Kagera
62060,Singida
44395,Arusha
18214,Kagera
26673,Kagera
37888,Tanga
58460,Mara
15273,Arusha
16066,Tabora
35660,Mwanza
56546,Dar es Salaam
25402,Kigoma
53313,Rukwa
4873,Pwani
51001,Tabora
5544,Kilimanjaro
51618,Kagera
29944,Kilimanjaro
7149,Tanga
60714,Morogoro
61270,Lindi
1595,SIMIYU
62013,Mtwara
21316,Mara
37146,Shinyanga
61466,SONGWE
52410,Kilimanjaro
6259,Tabora
34137,Ruvuma
50095,NJOMBE
53674,Singida
21620,GEITA
39199,Kagera
46631,Shinyanga
57360,Ruvuma
66954,Kigoma
25923,Ruvuma
7256,Tanga
14698,Mara
47121,SIMIYU
4757,Arusha
37343,NJOMBE
10931,Morogoro
51463,Manyara
16935,Rukwa
32052,Ruvuma
39115,Kilimanjaro
56411,Rukwa
68407,SONGWE
67469,Mara
69487,Mtwara
2608,SIMIYU
39362,Rukwa
39873,Shinyanga
73531,Arusha
56460,Kilimanjaro
46067,Mwanza
4701,Shinyanga
73583,Mara
34879,Mbeya
39183,Kigoma
41993,NJOMBE
57321,Kilimanjaro
31018,Tabora
61395,Ruvuma
73220,Mara
6350,Pwani
24216,Manyara
52916,Ruvuma
61533,Kagera
33304,Pwani
37405,NJOMBE
29975,Iringa
14953,Singida
49280,Mbeya
53272,Morogoro
52051,Dodoma
54474,Tanga
46756,SIMIYU
48440,Kilimanjaro
52509,Mwanza
4288,Ruvuma
17236,Mara
16958,Tanga
62416,Ruvuma
6461,Mbeya
27971,Pwani
14663,Kigoma
44147,Kagera
53450,Lindi
62270,NJOMBE
47478,Arusha
44620,Kigoma
41486,Kigoma
54347,Kigoma
46901,Arusha
45625,Mara
40799,Dodoma
65830,Mbeya
33606,Singida
51589,NJOMBE
66006,Pwani
71342,Arusha
69923,Kilimanjaro
10049,Iringa
27904,Ruvuma
14180,NJOMBE
43,Mwanza
73786,Kagera
57328,Ruvuma
68422,Pwani
37337,Kilimanjaro
27767,Mbeya
49132,Ruvuma
59219,Singida
11950,Mwanza
3922,Dar es Salaam
28650,Singida
47618,Ruvuma
62921,Tanga
56354,Mbeya
28483,Kigoma
48003,Mtwara
59303,Arusha
5226,Ruvuma
60498,Manyara
51422,SIMIYU
43750,Mara
23577,Mbeya
6606,Kagera
18757,Tanga
44797,Mbeya
11953,Tanga
6474,Mara
62558,Ruvuma
35417,Kagera
37680,Morogoro
9647,Mbeya
22983,Lindi
36277,Mbeya
72918,Kagera
36851,Kigoma
1824,Kigoma
48206,Lindi
72208,Morogoro
39689,Iringa
71059,Mtwara
61054,Mtwara
27639,Kilimanjaro
26622,Kigoma
14246,Manyara
5530,Tanga
7973,Singida
39650,Lindi
28209,NJOMBE
52782,Mbeya
8970,Kigoma
9409,Mtwara
21414,Tanga
48310,Morogoro
2242,Morogoro
67610,Tanga
57045,Mbeya
57459,Kigoma
31056,Shinyanga
39957,Rukwa
73146,Mara
36183,Mara
26232,Singida
2322,NJOMBE
4203,Ruvuma
67328,SIMIYU
32311,Tabora
45230,Singida
1088,Kagera
